stock_ticker,date,ret_eom,permno,exchcd,shrcd,mspread,year,month,size_port,rf,stock_exret,cusip,comp_name,eps_medest,eps_meanest,eps_stdevest,eps_actual,prc,market_equity,div12m_me,chcsho_12m,eqnpo_12m,ret_1_0,ret_3_1,ret_6_1,ret_9_1,ret_12_1,ret_12_7,ret_60_12,seas_1_1an,seas_1_1na,seas_2_5an,seas_2_5na,at_gr1,sale_gr1,capx_gr1,inv_gr1,debt_gr3,sale_gr3,capx_gr3,inv_gr1a,lti_gr1a,sti_gr1a,coa_gr1a,col_gr1a,cowc_gr1a,ncoa_gr1a,ncol_gr1a,nncoa_gr1a,fnl_gr1a,nfna_gr1a,tax_gr1a,be_gr1a,ebit_sale,gp_at,cop_at,ope_be,ni_be,ebit_bev,netis_at,eqnetis_at,dbnetis_at,oaccruals_at,oaccruals_ni,taccruals_at,taccruals_ni,noa_at,opex_at,at_turnover,sale_bev,rd_sale,cash_at,sale_emp_gr1,emp_gr1,ni_inc8q,noa_gr1a,ppeinv_gr1a,lnoa_gr1a,capx_gr2,saleq_gr1,niq_be,niq_at,niq_be_chg1,niq_at_chg1,rd5_at,dsale_dinv,dsale_drec,dgp_dsale,dsale_dsga,saleq_su,niq_su,capex_abn,op_atl1,gp_atl1,ope_bel1,cop_atl1,pi_nix,ocf_at,op_at,ocf_at_chg1,at_be,ocfq_saleq_std,tangibility,earnings_variability,aliq_at,f_score,o_score,z_score,intrinsic_value,kz_index,ni_ar1,ni_ivol,at_me,be_me,debt_me,netdebt_me,sale_me,ni_me,ocf_me,fcf_me,eqpo_me,eqnpo_me,rd_me,bev_mev,ebitda_mev,aliq_mat,eq_dur,beta_60m,resff3_12_1,resff3_6_1,mispricing_mgmt,mispricing_perf,ivol_capm_21d,iskew_capm_21d,coskew_21d,beta_dimson_21d,ivol_ff3_21d,iskew_ff3_21d,ivol_hxz4_21d,iskew_hxz4_21d,rmax5_21d,rmax1_21d,rvol_21d,rskew_21d,zero_trades_21d,dolvol_126d,dolvol_var_126d,turnover_126d,turnover_var_126d,zero_trades_126d,zero_trades_252d,ami_126d,ivol_capm_252d,prc_highprc_252d,betadown_252d,bidaskhl_21d,corr_1260d,betabab_1260d,rmax5_rvol_21d,age,qmj,qmj_prof,qmj_growth,qmj_safety,year_month,form_type,sentiment,predicted_return,weight
MSFT,2016-06-30,20160630,10107,11,3,0.00361438,2016,6,B,0.0002,-0.034728337,59491810,MICROSOFT,0.58,0.58,0.02,0.69,53.0,416604.751,0.0264810762,-0.028321389,0.0562500306,0.0699819773,-0.01985067,-0.075936449,0.1616616522,0.086547803,0.1313478889,1.0942336895,-0.05783182,0.0222062852,0.0239843903,0.0167558567,0.0300260798,-0.053613254,0.2376275028,0.3161227472,2.1314491119,0.2077882901,1.2561983471,0.0036035936,-0.014436254,0.0645870582,-0.005224933,0.0084731646,-0.013698098,-0.034425702,0.0150029428,-0.049428644,0.0895123766,-0.024925318,-0.012137836,-0.087313574,0.2836837564,0.3464169508,0.3431964819,0.3796819206,0.148276648,1.3456836663,-0.136259148,-0.09557019,-0.040688958,-0.104765183,-1.611272417,-0.129690502,-1.994619983,0.1062008144,0.3169552133,0.4963233844,4.743604933,0.1355524272,0.5699119368,0.174197042,-0.081300813,0.0,-0.065022191,0.0265773701,-0.046654984,0.1521012836,-0.101020023,0.0630291155,0.0290232278,-9.2628e-05,-0.005534937,0.1881309065,-0.483686439,0.0962392869,-0.04432332,0.0126777073,-1.63025591,0.1553854257,0.353568707,0.2455904557,0.3568184938,0.3166348113,0.3535013269,1.3773697694,0.1697853391,0.2384312985,-0.014986577,2.2804720541,0.1238202988,0.7361097514,1.2511205454,0.7814473142,4.0,-4.458375312,4.2440526552,88882.337079,-39.22952771,0.6716053242,0.0407380633,0.4322994387,0.189565769,0.1066454473,-0.139727163,0.2114330184,0.0281081768,0.0733981068,0.0576709698,0.0677284643,0.0662090385,0.0286602588,0.0518117293,0.0864998341,0.2975318348,18.097369923,0.8723865033,-0.025410033,-0.575612778,0.6962076583,0.802296879,0.00670318,0.27309195,0.18707408,0.76623351,0.00680922,0.30104514,0.00710343,0.38123889,0.01853464,0.03118132,0.01242881,0.10531046,0.00686494,1863105623.26733,0.446746,0.0044576,0.45197357,0.00635824,0.00659698,6.71e-06,0.01147748,0.93722371,1.16557699,0.00484973,0.63857429,1.0291744973,1.0872795703,377,-0.023252906,1.5705259682,-1.577709676,0.3663908041,2016-06,,0.0,0.020900022065931376,0.02
MSFT,2016-08-31,20160831,10107,11,3,0.00249363,2016,8,B,0.0002,0.0199128926,59491810,MICROSOFT,0.68,0.68,0.02,0.76,56.680000305,441679.75258,0.0249776951,-0.025689733,0.053545334,0.1076803282,0.0330372786,-0.058230553,-0.007869819,0.1262900184,0.204396025,0.905034642,-0.061456107,0.0291926919,0.0361348419,0.0135261681,0.0293520033,-0.079597458,0.3597305662,-0.007695423,2.2683339204,0.1430563595,1.4210696921,-0.000104471,-0.014436254,0.0569530816,-0.00050036,0.0128224161,-0.013322776,-0.026596066,0.0200913845,-0.046687451,0.0798706761,-0.022917595,-0.014697392,-0.08561657,0.2703197293,0.3344275275,0.3454354508,0.3684434693,0.135273619,1.500958589,-0.082235015,-0.087563026,0.0053280108,-0.116545426,-2.022326114,-0.13946302,-2.419998092,0.0885653968,0.3144791031,0.4846493675,5.5525306748,0.1373754115,0.5803737855,0.174197042,-0.081300813,0.0,-0.061771648,0.0253731259,-0.041893505,0.2555051269,-0.055133692,0.0475599564,0.0208553121,-0.005080515,-0.007655166,0.1882200925,-0.138790679,0.0327979939,-0.043035198,0.0068416869,-0.665004505,0.0610535522,0.5156556801,0.235608406,0.3442436454,0.3067887503,0.3555746733,1.3975765671,0.1741748181,0.2288900252,-0.005684025,2.3473025297,0.1210058378,0.7409553855,1.3178311102,0.7823290866,3.0,-4.354340184,4.0593971422,79362.643056,-38.02988168,0.7806129732,0.0353467318,0.4117666679,0.1754212176,0.1050399067,-0.133938673,0.1967171904,0.023729863,0.0717193845,0.0548089421,0.0617008134,0.0602382152,0.027024105,0.0409074775,0.0776217295,0.3023689455,18.209524817,0.9479192349,-0.048425647,-0.652788589,0.7044131315,0.7922631997,0.01183157,2.85046552,-0.05182697,0.44817115,0.01156154,1.83744126,0.01245103,2.01166392,0.02099464,0.05311734,0.0135591,2.30918168,0.00604167,1724516156.43871,0.51339808,0.00419517,0.52571108,0.00661518,0.00656736,6.39e-06,0.01156425,0.99859059,1.19950994,0.00154107,0.64397552,1.0396754962,1.1936995748,379,-0.047972685,1.5512046981,-1.562961932,0.3559889899,2016-08,,0.0,0.020900022065931376,0.02
MSFT,2000-01-31,20000131,10107,11,3,0.01136864,2000,1,B,0.0041,-0.165770238,59491810,MICROSOFT CP,0.22,0.2,0.01,0.215,116.75,602432.91875,0.0,0.0445394737,-0.043576117,0.2823064923,0.0053485149,0.0095287585,0.0158647102,0.3129787997,0.1635871854,8.0756646833,0.2618296444,0.0332477982,0.1035624272,0.0462700653,0.6619403319,0.3633664733,-0.111280488,,,1.2773613193,0.1801619433,0.0,0.2747873829,0.0584831521,0.027855528,0.0804176984,-0.05256217,0.0065938206,0.0,0.0065938206,0.0,0.333270535,0.0398051459,0.3178759823,0.5085835823,0.4687264506,0.4236462483,0.383349115,0.2835239275,0.8965363328,0.0405587254,0.0405587254,0.0,-0.060420928,-0.28837508,0.2728496071,1.3022479127,0.0443708905,0.2481698784,0.6636197133,1.7628102125,0.1504025928,0.463882011,0.1748592157,0.1485346701,8.0,-0.076396654,0.0207541262,0.0124510611,0.1683366733,0.4428035044,0.0889984642,0.0656118709,-0.010081559,-0.003817651,0.1849337927,,-0.31187665,-0.103141014,0.3289835419,2.7226373751,1.1001729503,-0.394169368,0.6036588093,0.7789953929,0.6727168147,0.7040747864,1.5274245344,0.2699429433,0.3632253203,-0.037790652,1.353193969,0.1098105011,0.5577089837,0.5849020713,1.2499552713,4.0,-8.360479392,34.26444466,100387.38988,-17.69147869,-0.228538513,0.0157157364,0.0616765765,0.0455785186,0.0,-0.028610654,0.0327787533,0.0129226006,0.0166491566,0.015681414,0.004943289,-0.002455045,0.0049300095,0.0191422744,0.0179871077,0.0800108799,18.768739114,1.2568133741,-0.175146075,-0.82986053,0.4596761624,0.8689970934,0.02572994,1.79789239,0.06184961,-0.32453093,0.02439361,1.29278875,0.02193858,0.53635141,0.04554668,0.09879671,0.02647598,1.64463372,0.00525094,1340116835.65137,0.52885185,0.00279722,0.50451445,0.00448649,0.00416116,1.266e-05,0.01867245,0.98006296,1.46688314,0.00385477,0.56317815,1.228124009,1.8997723528,180,1.1909617129,1.6821873198,-0.583514674,1.3366844919,2000-01,,0.0,0.020900022065931376,0.02
AAPL,2017-05-31,20170531,14593,11,3,0.00241574,2017,5,B,0.0006,0.0672036958,3783310,APPLE,0.39,0.39,0.01,0.4175,143.6499939,748968.08418,0.0163204453,-0.048122065,0.0696645812,-6.9677e-05,0.188774277,0.2770984348,0.3989132508,0.5640374113,0.2193951108,0.2104409987,0.0713676438,0.0361065218,0.0338330786,0.004167741,0.1290796634,-0.069621225,0.0699192579,0.1064871481,4.1617829137,0.2536093613,0.5901953275,0.0007881839,0.0197863755,0.0685387796,0.0142990448,0.0114905735,0.0028084713,0.0324453934,0.0161351207,0.0163102727,0.074246318,-0.005707538,-0.00960014,0.0285497718,0.2714677376,0.2855399966,0.3033813391,0.4270481618,0.2837803914,0.3712653696,-0.033934185,-0.105145542,0.0712113571,-0.061001205,-0.446734635,-0.066708743,-0.488533074,0.5437971386,0.4480508303,0.6986203307,1.3676224394,0.0481940968,0.1825566753,-0.127289205,0.0530973451,0.0,0.021586585,0.0398180603,0.0140593346,0.1530130519,0.0401863948,0.1159735007,0.0556163464,-0.012051768,-0.007593042,0.0724193017,-0.141157583,-0.020258309,-0.020709541,-0.168197147,-0.102626059,-0.396280217,0.1517539718,0.2736664803,0.3223974032,0.4539844146,0.3425417002,1.3485857089,0.1975502882,0.2423801341,-0.058198406,2.0782299263,0.0617314307,0.3488395699,0.7933564598,0.6900512814,4.0,-5.691416793,3.6855496667,431843.23435,-25.88683455,0.474649035,0.0236606952,0.4421296541,0.2127433777,0.1168928314,0.0361791117,0.2912246925,0.060372399,0.0873428406,0.0707119584,0.0635848189,0.0629252447,0.014035311,0.2055072484,0.0898764826,0.30810661,17.228734042,1.0689364506,0.5339871745,0.4730954633,0.5861757211,0.852779761,0.00418478,-0.34502859,0.32189744,0.67539567,0.00325475,0.63997545,0.00320765,1.16093881,0.00826248,0.01251073,0.00591208,0.52443678,0.0067551,3463579223.73167,0.40724544,0.00525932,0.42930919,0.00595291,0.00530976,1.64e-06,0.01011613,0.99226352,0.6533192,0.00281693,0.47962185,0.8195138274,0.7371515797,448,0.5249351412,1.4737135171,-1.260902445,0.9692883564,2017-05,,0.0,0.020900022065931376,0.02
AAPL,2017-11-30,20171130,14593,11,3,0.00332698,2017,11,B,0.0008,0.0195502905,3783310,APPLE,0.94,0.94,0.02,0.9725,169.03999329,867904.06601,0.0144817371,-0.037132291,0.055085432,0.0968076736,0.0402208445,0.0814486507,0.2855087615,0.3810201475,0.2770984348,0.4483958873,-0.021578336,0.0422422467,0.0392810747,0.0077067223,0.1294854091,0.0171429872,0.0151919192,0.7181867832,2.4903028351,0.2546423118,0.6315584416,0.0038096838,0.0197863755,0.0424975302,0.0119099698,0.0212560079,-0.009346038,0.0592659333,0.0085348506,0.0507310827,0.0678036811,-0.025306151,-0.002143853,0.0333600832,0.2683808561,0.2789586671,0.2861666469,0.4187718306,0.28687829,0.3657510442,-0.034944796,-0.094051389,0.0591065929,-0.050458755,-0.373346766,-0.075764906,-0.560588197,0.5366620637,0.444128017,0.6868948561,1.362806012,0.0499044773,0.2223783436,-0.127289205,0.0530973451,0.0,0.046743804,0.0402647888,0.0332296108,0.0967263204,0.0720052883,0.0537065333,0.026057298,0.0028891265,0.0005198353,0.0767197898,-0.617966711,-0.155521382,-0.027669025,-0.141734181,0.2760488212,0.5083180904,0.1196800327,0.2662286242,0.3150797442,0.4506853032,0.3232210522,1.3367344751,0.1856112732,0.2357078914,-0.021105306,2.1226263098,0.067926997,0.3811612641,0.5316193815,0.7066135038,4.0,-5.370134852,3.9256995073,449637.20522,-23.51139109,0.4400658348,0.016582485,0.3977087025,0.1873663304,0.1248283125,0.03638651,0.2575250062,0.0537513325,0.0738192186,0.0593441165,0.0525138685,0.0519124195,0.0128516508,0.1823323016,0.0780514104,0.2841603595,17.505115415,1.0823046022,0.1056142773,-0.141458061,0.5899417767,0.7893430723,0.01110084,0.27869301,0.62864921,0.1321892,0.01086584,-0.36690408,0.00902321,-0.07101545,0.02062147,0.03582999,0.01178214,0.52519005,0.00594345,4304286766.5777,0.41629089,0.00540341,0.41406709,0.0055928,0.00593023,1.98e-06,0.00981706,1.0,1.31594237,0.0024032,0.46285787,1.0346664011,1.8609165118,454,0.4019156924,1.4555628307,-1.383703732,0.9184192859,2017-11,,0.0,0.020900022065931376,0.02
MSFT,2017-10-31,20171031,10107,11,3,0.00219983,2017,10,B,0.0009,0.1157599914,59491810,MICROSOFT,0.71,0.72,0.02,0.84,74.489997864,574722.58769,0.0209857764,-0.008265575,0.0315992803,-0.003744801,0.0903814936,0.1475812934,0.2236950957,0.3286900138,0.1247673807,1.1642169318,0.0402777754,0.0223559395,0.0562299597,0.0149161107,0.2372476893,0.0540248141,0.1381711072,-0.192244898,2.7829710305,0.0987798001,0.4289796604,-0.002093175,-0.008374033,0.0929840856,-0.011439136,0.0234515614,-0.034890697,0.1122404085,0.0157676976,0.096472711,0.1750978815,-0.082113796,0.0025820271,-0.032379776,0.278805416,0.2939377914,0.2798499669,0.455395048,0.2926460951,0.8653787494,-0.085717968,-0.057666754,-0.028051214,-0.072990041,-0.799532665,-0.155103837,-1.699006913,0.1622321561,0.2564339583,0.4501506564,3.1038806982,0.1383380651,0.560037686,-0.056276082,-0.034482759,4.0,0.0761922043,0.0482050267,0.1092369853,0.5476060441,0.1305830208,0.0784364187,0.0244245581,0.0308764623,0.003569246,0.1596483821,0.2057021687,-0.033838799,0.0213024387,0.0070253295,1.6691712174,0.5059065335,0.2920722293,0.2559369656,0.3636738532,0.4125709861,0.3462437249,1.2311362087,0.164280921,0.2068599261,-0.009893897,3.2056443571,0.1180668258,0.7126640787,1.357559433,0.8686678323,6.0,-4.191759828,3.3793448219,172680.27084,-36.26534967,0.270350689,0.0297396861,0.3915228056,0.1221354467,0.1492789771,-0.069988549,0.1593464429,0.0357424616,0.0643197271,0.049528243,0.0441204166,0.0428606784,0.0220436786,0.0552012684,0.063382768,0.285942487,18.256406969,0.8540068316,-0.15097494,0.3056283348,0.5873131803,0.7823012082,0.0066477,0.09555153,0.18246133,1.2499305,0.00498784,0.50366416,0.00611188,0.96572297,0.0094037,0.01280647,0.00769636,-0.12573297,0.00807917,1612976280.89092,0.33853048,0.00295455,0.33736702,0.00784129,0.0078138,4.32e-06,0.00745026,0.98740715,1.15427599,0.00438106,0.59543676,1.0830070806,1.0226203851,393,0.1043876657,1.5795324327,-1.441515229,0.4250491208,2017-10,,0.0,0.020900022065931376,0.02
AAPL,2017-10-31,20171031,14593,11,3,0.0024032,2017,10,B,0.0009,0.0959076736,3783310,APPLE,0.47,0.47,0.01,0.5175,154.11999512,790050.07309,0.0159088126,-0.048667491,0.0671378171,-0.060243931,0.1431050912,0.1506957328,0.4332307525,0.4759212656,0.223082345,0.2869606393,0.0043343464,0.0314798822,0.0360371117,0.0054575132,0.0958309994,-0.028768167,0.1280041347,0.2757562473,4.8083952364,0.2523475445,0.8169834883,0.0018802387,0.0197863755,0.0543296306,0.0077122667,0.004734973,0.0029772937,0.044411297,0.0161299965,0.0282813004,0.0557495247,-0.001419894,-0.005323855,0.0265923738,0.2690864885,0.284214963,0.3022162304,0.4177304877,0.281748281,0.3584345903,-0.054248921,-0.105490656,0.0512417347,-0.061605467,-0.450666958,-0.063025361,-0.461054013,0.5421404167,0.4506056222,0.6891337884,1.3320423195,0.0488848165,0.2005817082,-0.127289205,0.0530973451,0.0,0.0342541364,0.0383323998,0.019519888,0.1106870229,0.0462646122,0.069217638,0.0333060539,-0.000943286,-0.002549976,0.0753135724,-0.240372863,-0.081170231,-0.027688763,-0.152073769,0.0059081144,0.1579505058,0.2068552353,0.2636687336,0.3114515669,0.4419536933,0.3311779138,1.3453094249,0.1983038992,0.2406107637,-0.022895209,2.061093723,0.0641089888,0.3535437268,0.6328077935,0.6731386577,4.0,-5.498072659,4.1086355615,435070.77568,-25.17941864,0.6078220318,0.0133115853,0.4234313892,0.205440143,0.1247034882,0.0397708969,0.279041807,0.0578824072,0.0839680955,0.0673931967,0.0610391691,0.0603797172,0.0136409075,0.2014714887,0.0848660437,0.2700210973,17.340691516,1.1215852326,0.3328981995,-0.06392546,0.6124523299,0.845975852,0.00792734,0.89272401,0.40126399,1.71376014,0.00807518,1.25703092,0.00774532,0.2176809,0.01160049,0.01809238,0.01035665,0.65697999,0.0043797,4195534369.48295,0.42260584,0.00532233,0.41428865,0.00569922,0.00579385,1.93e-06,0.00954804,0.93946963,1.20184137,0.00419258,0.46779678,0.9979477698,1.0755654976,453,0.4447035236,1.4835658001,-1.413758971,0.9638985782,2017-10,,0.0,0.020900022065931376,0.02
MSFT,2017-08-31,20170831,10107,11,3,0.00293548,2017,8,B,0.0009,0.0329376872,59491810,MICROSOFT,0.77,0.75,0.06,0.84,72.699996948,559953.11529,0.0211846832,-0.011584322,0.0359945408,0.0546931177,0.012487871,0.0786919871,0.1713748056,0.2460925304,0.1103388738,1.1510854466,0.0201128926,0.0235033356,0.0266102245,0.0175100249,0.2372476893,0.0540248141,0.1381711072,-0.192244898,2.7829710305,0.0987798001,0.4289796604,-0.002093175,-0.008374033,0.0929840856,-0.011439136,0.0234515614,-0.034890697,0.1122404085,0.0157676976,0.096472711,0.1750978815,-0.082113796,0.0025820271,-0.032379776,0.278805416,0.2939377914,0.2798499669,0.455395048,0.2926460951,0.8653787494,-0.085717968,-0.057666754,-0.028051214,-0.072990041,-0.799532665,-0.155103837,-1.699006913,0.1622321561,0.2564339583,0.4501506564,3.1038806982,0.1383380651,0.560037686,-0.056276082,-0.034482759,4.0,0.0761922043,0.0482050267,0.1092369853,0.5476060441,0.1305830208,0.0784364187,0.0244245581,0.0308764623,0.003569246,0.1596483821,0.2057021687,-0.033838799,0.0213024387,0.0070253295,1.6691712174,0.5059065335,0.2920722293,0.2559369656,0.3636738532,0.4125709861,0.3462437249,1.2311362087,0.164280921,0.2068599261,-0.009893897,3.2056443571,0.1180668258,0.7126640787,1.357559433,0.8686678323,6.0,-4.191759828,3.3793448219,172680.27084,-36.26534967,0.270350689,0.0297396861,0.4018497154,0.1253569238,0.1532163991,-0.071834586,0.1635494071,0.0366852142,0.0660162413,0.0508346132,0.0452841485,0.0439911831,0.0226251085,0.0567699579,0.0651839564,0.2893110973,18.228001673,0.8531578481,-0.103628183,-0.072464248,0.5917155704,0.7460858038,0.00637882,-0.79128305,0.47185189,1.95263355,0.00551692,-0.03383656,0.00598053,-0.35832568,0.0131378,0.01657385,0.00859105,-0.09374165,0.00712893,1623140290.91146,0.3490818,0.00308954,0.33289398,0.00778148,0.00772954,3.86e-06,0.00725905,0.97952029,1.01401128,0.00412742,0.59791251,1.0045172195,1.4438536947,391,0.1245479526,1.5784423874,-1.437962732,0.4367043654,2017-08,,0.0,0.020900022065931376,0.02
AAPL,2017-08-31,20170831,14593,11,3,0.00321411,2017,8,B,0.0009,0.1060051623,3783310,APPLE,0.47,0.47,0.01,0.5175,148.72999573,768224.33837,0.0161229953,-0.041424768,0.0610772135,0.0327037312,0.0067105151,0.1966681789,0.2855788419,0.4082025534,0.1231432939,0.2939793452,0.0236061737,0.0335869183,0.0469757784,0.0046274569,0.0958309994,-0.028768167,0.1280041347,0.2757562473,4.8083952364,0.2523475445,0.8169834883,0.0018802387,0.0197863755,0.0543296306,0.0077122667,0.004734973,0.0029772937,0.044411297,0.0161299965,0.0282813004,0.0557495247,-0.001419894,-0.005323855,0.0265923738,0.2690864885,0.284214963,0.3022162304,0.4177304877,0.281748281,0.3584345903,-0.054248921,-0.105490656,0.0512417347,-0.061605467,-0.450666958,-0.063025361,-0.461054013,0.5421404167,0.4506056222,0.6891337884,1.3320423195,0.0488848165,0.2005817082,-0.127289205,0.0530973451,0.0,0.0342541364,0.0383323998,0.019519888,0.1106870229,0.0462646122,0.069217638,0.0333060539,-0.000943286,-0.002549976,0.0753135724,-0.240372863,-0.081170231,-0.027688763,-0.152073769,0.0059081144,0.1579505058,0.2068552353,0.2636687336,0.3114515669,0.4419536933,0.3311779138,1.3453094249,0.1983038992,0.2406107637,-0.022895209,2.061093723,0.0641089888,0.3535437268,0.6328077935,0.6731386577,4.0,-5.498072659,4.1086355615,435070.77568,-25.17941864,0.6078220318,0.0133115853,0.4354613402,0.2112768262,0.1282463925,0.040900813,0.2869695595,0.0595268826,0.0863536817,0.0693078797,0.0627733301,0.0620951428,0.0140284543,0.2069705056,0.0871824003,0.2880505942,17.284079314,1.1777831771,0.4054107013,0.0697661464,0.6069434188,0.8225907051,0.00671469,-0.64634819,-0.15393217,2.51475233,0.00580805,0.49010231,0.00638706,0.24426627,0.01021142,0.01392891,0.00791571,-0.84306859,0.00603175,3777562439.03421,0.44711419,0.00502262,0.46305474,0.00604271,0.00560564,1.76e-06,0.00955479,0.95278661,0.75781135,0.00249467,0.46933924,0.9271469093,0.9544317867,451,0.4582649547,1.4771727956,-1.406974725,0.9683023623,2017-08,,0.0,0.020900022065931376,0.02
MSFT,2017-07-31,20170731,10107,11,3,0.00412742,2017,7,B,0.0007,0.0539931177,59491810,MICROSOFT,0.77,0.78,0.04,0.84,68.930000305,531312.44235,0.0223266546,-0.012807377,0.0372326981,-0.013029726,0.0663528055,0.1370790949,0.2346422272,0.3984941793,0.1926907698,0.8708710953,0.1076803282,0.0203596787,-0.005536828,0.0171530836,0.2471543271,0.0092525317,0.391025641,-0.274241303,2.7659296657,0.0655136457,0.6026024266,-0.003299052,-0.008374033,0.083958862,-0.013374293,0.0274876453,-0.040861938,0.1218779217,0.0187525043,0.1031254174,0.1874226437,-0.103463782,4.4521615e-06,-0.040211923,0.271015422,0.2807176884,0.2766973866,0.4296274056,0.2689657144,0.7400933833,-0.079551222,-0.065851921,-0.013699301,-0.08086461,-0.965500744,-0.184328391,-2.200829258,0.1807571433,0.2546948043,0.4393241547,2.7308164895,0.1382917693,0.5466408441,-0.056276082,-0.034482759,3.0,0.0776521672,0.0484680563,0.1165235182,0.7215715905,0.0853084552,0.0871191059,0.0294884342,0.0240899904,0.0004652064,0.1573456213,0.1566366714,0.0468421571,-0.006841212,0.0050835273,1.345472269,0.4498354358,0.5422427207,0.244233695,0.3500982798,0.3804923139,0.345084343,1.2349564108,0.1646186724,0.1958327768,-0.005166667,3.2113751394,0.1187387896,0.700132483,1.1663148517,0.8688325245,5.0,-4.184532086,3.111402204,154049.77286,-37.99488245,0.2573280042,0.0300181168,0.4227456052,0.1316400566,0.162853329,-0.068236685,0.1673196276,0.0354066619,0.0695918203,0.0524380718,0.050783678,0.0494586573,0.0231389273,0.0657580257,0.0640168136,0.312537859,18.220433466,0.8533005072,0.0817530745,-0.087498873,0.5912728704,0.7761138205,0.00859753,0.06391667,-0.38618413,2.14865441,0.00612135,0.66164203,0.00740632,1.24600672,0.01412458,0.02368051,0.01177861,-0.1089729,0.00724513,1601816920.51406,0.33740054,0.00311337,0.32255803,0.00777192,0.00760166,3.65e-06,0.00778036,0.95049646,1.01261709,0.00354031,0.60373092,1.0520948216,1.4707848452,390,0.0361523014,1.569587337,-1.494097578,0.3435472725,2017-07,,0.0,0.020900022065931376,0.02
AAPL,2017-07-31,20170731,14593,11,3,0.00249467,2017,7,B,0.0007,0.0320037312,3783310,APPLE,0.39,0.39,0.01,0.4175,144.02000427,744552.02573,0.0166356104,-0.041419649,0.061071871,-0.057213869,0.0677292947,0.3298932262,0.3695057059,0.6281838709,0.1682720249,0.2414624398,0.0900627673,0.0327598676,0.0457225423,0.003735914,0.1290796634,-0.069621225,0.0699192579,0.1064871481,4.1617829137,0.2536093613,0.5901953275,0.0007881839,0.0197863755,0.0685387796,0.0142990448,0.0114905735,0.0028084713,0.0324453934,0.0161351207,0.0163102727,0.074246318,-0.005707538,-0.00960014,0.0285497718,0.2714677376,0.2855399966,0.3033813391,0.4270481618,0.2837803914,0.3712653696,-0.033934185,-0.105145542,0.0712113571,-0.061001205,-0.446734635,-0.066708743,-0.488533074,0.5437971386,0.4480508303,0.6986203307,1.3676224394,0.0481940968,0.1825566753,-0.127289205,0.0530973451,0.0,0.021586585,0.0398180603,0.0140593346,0.1530130519,0.0401863948,0.1159735007,0.0556163464,-0.012051768,-0.007593042,0.0724193017,-0.141157583,-0.020258309,-0.020709541,-0.168197147,-0.102626059,-0.396280217,0.1517539718,0.2736664803,0.3223974032,0.4539844146,0.3425417002,1.3485857089,0.1975502882,0.2423801341,-0.058198406,2.0782299263,0.0617314307,0.3488395699,0.7933564598,0.6900512814,4.0,-5.691416793,3.6855496667,431843.23435,-25.88683455,0.474649035,0.0236606952,0.4447519966,0.214005193,0.1175861417,0.0363936959,0.2929519932,0.0607304774,0.0878608851,0.0711313624,0.0639619507,0.0632984645,0.0141185567,0.2066833427,0.0903908353,0.3071094473,17.216251323,1.1731241842,0.7017315198,0.3746699286,0.5836040469,0.8571771185,0.01096872,-1.44238381,0.22967394,0.84296306,0.00812412,0.14784014,0.00776445,0.20439986,0.01440795,0.02860752,0.01432059,-0.34204999,0.00532591,3816008788.12898,0.44241104,0.00522694,0.4439328,0.00589345,0.00547441,1.6e-06,0.01041344,0.9226137,0.83294135,0.00526417,0.468025,0.9708131568,1.2604352131,450,0.5126514869,1.4799523059,-1.266515876,0.9365059828,2017-07,,0.0,0.020900022065931376,0.02
