stock_ticker,date,ret_eom,permno,exchcd,shrcd,mspread,year,month,size_port,rf,stock_exret,cusip,comp_name,eps_medest,eps_meanest,eps_stdevest,eps_actual,prc,market_equity,div12m_me,chcsho_12m,eqnpo_12m,ret_1_0,ret_3_1,ret_6_1,ret_9_1,ret_12_1,ret_12_7,ret_60_12,seas_1_1an,seas_1_1na,seas_2_5an,seas_2_5na,at_gr1,sale_gr1,capx_gr1,inv_gr1,debt_gr3,sale_gr3,capx_gr3,inv_gr1a,lti_gr1a,sti_gr1a,coa_gr1a,col_gr1a,cowc_gr1a,ncoa_gr1a,ncol_gr1a,nncoa_gr1a,fnl_gr1a,nfna_gr1a,tax_gr1a,be_gr1a,ebit_sale,gp_at,cop_at,ope_be,ni_be,ebit_bev,netis_at,eqnetis_at,dbnetis_at,oaccruals_at,oaccruals_ni,taccruals_at,taccruals_ni,noa_at,opex_at,at_turnover,sale_bev,rd_sale,cash_at,sale_emp_gr1,emp_gr1,ni_inc8q,noa_gr1a,ppeinv_gr1a,lnoa_gr1a,capx_gr2,saleq_gr1,niq_be,niq_at,niq_be_chg1,niq_at_chg1,rd5_at,dsale_dinv,dsale_drec,dgp_dsale,dsale_dsga,saleq_su,niq_su,capex_abn,op_atl1,gp_atl1,ope_bel1,cop_atl1,pi_nix,ocf_at,op_at,ocf_at_chg1,at_be,ocfq_saleq_std,tangibility,earnings_variability,aliq_at,f_score,o_score,z_score,intrinsic_value,kz_index,ni_ar1,ni_ivol,at_me,be_me,debt_me,netdebt_me,sale_me,ni_me,ocf_me,fcf_me,eqpo_me,eqnpo_me,rd_me,bev_mev,ebitda_mev,aliq_mat,eq_dur,beta_60m,resff3_12_1,resff3_6_1,mispricing_mgmt,mispricing_perf,ivol_capm_21d,iskew_capm_21d,coskew_21d,beta_dimson_21d,ivol_ff3_21d,iskew_ff3_21d,ivol_hxz4_21d,iskew_hxz4_21d,rmax5_21d,rmax1_21d,rvol_21d,rskew_21d,zero_trades_21d,dolvol_126d,dolvol_var_126d,turnover_126d,turnover_var_126d,zero_trades_126d,zero_trades_252d,ami_126d,ivol_capm_252d,prc_highprc_252d,betadown_252d,bidaskhl_21d,corr_1260d,betabab_1260d,rmax5_rvol_21d,age,qmj,qmj_prof,qmj_growth,qmj_safety,year_month,form_type,sentiment
AAPL,2003-04-30,20030430,14593,11,3,0.00648611,2003,4,B,0.001,0.0046577032,3783310,APPLE COMPUTER,0.0,0.0,0.0,0.0009,14.140000343,5168.8064255,0.0,0.0323651101,-0.031852382,-0.057961352,0.0474529178,0.035172431,-0.152934484,-0.365863947,-0.376848326,0.7214544582,0.025348559,-0.043811737,0.0859749269,0.0260792205,0.0460056469,0.0706694015,-0.25,3.0909090909,0.0533333333,-0.063906097,2.7021276596,0.0053985392,0.0,0.0093680534,0.0387424579,0.0222292791,0.0165131788,0.0050809781,-0.005874881,0.010955859,-0.000158781,0.0095268339,0.0058748809,0.021911718,0.0080111459,0.2732613528,0.1008256589,0.0353839038,0.0150323774,0.6216216216,0.0166719594,0.0166719594,0.0,-0.003810734,-0.369230769,0.0057161003,0.5538461538,0.0122903172,0.885677993,0.9322185242,77.594594595,0.0778474399,0.6886313115,8.4465e-05,0.0681731785,2.0,0.0287327686,0.0277362564,,0.6261682243,-0.004827586,-0.010565861,-0.007150802,-0.02650789,-0.018022158,0.192981899,-1.184972004,0.0641470941,0.099093706,-0.139517458,0.3499726739,-0.225285845,0.413276365,0.1014781598,0.2858329181,0.0365504061,0.1054642086,1.3384615385,0.0141314703,0.0970149254,-0.016594323,1.4565217391,0.0784313624,0.8464726897,0.8403810026,0.9169157947,7.0,-4.422321898,3.63187686,498.98143905,-9.889635486,0.0015135556,0.0575448207,1.2184631192,0.8365567684,0.0611359711,-0.777935885,1.1108947651,0.0125754371,0.0172186754,-0.016444802,0.0,-0.020314168,0.0864803135,0.0644708013,0.1428812353,0.5403921552,15.963854189,1.6173922451,0.0616825133,0.0961538242,0.3990307072,0.5193646057,0.00847241,-0.14589621,-0.22470015,0.75218851,0.00791904,0.10551218,0.00844717,0.07200173,0.01496748,0.03516174,0.01613853,-0.32034385,0.00188454,40525404.1836798,0.37005771,0.00759268,0.36970106,0.00140753,0.00105658,0.00045448,0.02193641,0.54155496,0.87641153,0.00766056,0.4665755,0.7777219116,0.540623276,279,0.2177177742,-0.858913496,0.9641787168,0.6218231576,2003-04,,0.0
MSFT,2003-04-30,20030430,10107,11,3,0.00810432,2003,4,B,0.001,0.054762101,59491810,MICROSOFT CP,0.24,0.24,0.01,0.23,24.209999084,259579.61018,0.0032980667,-0.010056942,0.0134777118,0.0215189159,-0.080077357,0.0873342392,-0.130530146,-0.211407709,-0.186204587,0.347709467,-0.133477077,-0.001908125,-0.047609144,0.0235086855,0.1445076344,0.1687324602,-0.226190476,,,0.4320852039,0.2662337662,0.013654161,0.000739142,0.1176418414,0.0199188439,0.0127429344,0.0071759094,0.0449490995,0.0278804364,-0.03675014,0.0,0.0,0.0135117819,0.0735103581,0.4235784559,0.3617711967,0.3912863957,0.2566892748,0.160002236,0.9739283797,-0.096760874,-0.096760874,0.0,-0.123941055,-1.013741703,-0.123941055,-1.013741703,0.2125083514,0.2307823735,0.4556921627,2.2992868645,0.1667833917,0.5762796327,0.0569306931,0.0591233435,2.0,-0.037312048,0.0217527043,,-0.208121827,0.264446621,0.0388185173,0.0301717766,0.012158777,0.0085203261,0.1803773048,,-0.087303053,-0.09694262,0.0327929841,3.3667919808,0.8265290434,-0.296407571,0.3059787834,0.4140498965,0.2840119575,0.4478302671,1.4758355654,0.246202036,0.2673453406,0.0204944081,1.3086941939,0.2284381655,0.6776313603,1.0745073009,0.9125181286,4.0,-6.971806966,10.495225582,78401.94143,-26.81315221,0.7870012937,0.0313153185,0.2705720991,0.2067496748,0.0,-0.15592519,0.1155136953,0.0330804103,0.0666154017,0.0636105432,0.0325179624,0.0261807928,0.0192657659,0.0595195144,0.0628740764,0.1649593015,17.936992857,1.7484424399,0.1058142081,-0.012283892,0.6280136507,0.7697575511,0.00794045,0.57495736,-0.02997345,1.52665064,0.00708702,0.26690229,0.00745875,0.55483783,0.03051862,0.05472427,0.02301184,0.37409215,0.00306458,1279105657.05882,0.32425022,0.00465285,0.32664967,0.00272327,0.00267516,1.454e-05,0.01664444,0.80192112,1.01106831,0.00796361,0.64150745,1.061564496,1.1103725588,219,0.5828345384,1.6801252819,-1.535744221,1.2176800735,2003-04,,0.0
AAPL,2003-06-30,20030630,14593,11,3,0.01639685,2003,6,B,0.001,0.0608383661,3783310,APPLE COMPUTER,0.0,0.0,0.0,0.0009,17.950000763,6562.7177289,0.0,0.027863368,-0.027482245,0.2623066306,-0.052631577,-0.082580627,-0.035932186,-0.389699533,-0.310300414,0.750234592,-0.239484981,0.0059533905,0.1352414768,0.0219941748,0.0240117609,0.0188448787,-0.357723577,0.9130434783,0.0666666667,-0.137136102,0.975,0.0033498166,0.0,0.0093680534,0.0027117563,0.0025522412,0.0001595151,0.0055830276,-0.003828362,0.0094113894,0.0007975754,-0.000797575,-0.013239751,0.0200988993,0.0020551464,0.2724517467,0.1154889137,0.0282498852,0.0048231511,0.6216216216,0.0170681129,0.0170681129,0.0,-0.02169405,-7.157894737,-0.022491625,-7.421052632,-0.004246978,0.9101930132,0.9424582358,77.594594595,0.0779243021,0.711756261,8.4465e-05,0.0681731785,0.0,0.0098007187,0.0217249265,0.00734404,0.7362637363,0.0705454545,-0.001387604,-0.000952683,-0.010465483,-0.007263927,0.1985005583,-1.056551947,-0.315337889,0.0583114778,-0.070391664,0.731230334,0.2563897213,0.1861769258,0.0960470434,0.2789937929,0.0290917692,0.1182620059,1.3684210526,0.0250438666,0.0937948636,-0.014159008,1.4398254479,0.0767770877,0.8722671877,0.583758584,0.9046063378,5.0,-3.383119579,3.6738903784,144.07976718,-9.942396206,-0.110048738,0.0334739574,0.9552444976,0.6634446551,0.048760287,-0.631140965,0.889722862,0.0031998938,0.0239230158,-0.000152376,0.0,-0.016304221,0.0693310331,0.0291141692,0.0549423828,0.5439111659,16.661647225,1.5992687738,-0.194157024,-0.158725943,0.4300651052,0.4664130515,0.03306161,2.14216686,-0.30210295,1.98265384,0.0347539,2.00072916,0.03471705,1.99851217,0.05467466,0.11349484,0.03410174,1.74613047,0.00057234,52121031.9958686,0.84513371,0.00941218,0.79038812,0.00102017,0.00097074,0.00036975,0.02286573,0.78350069,0.93392308,0.00975613,0.4642235,0.7824487787,1.956090733,281,0.0220054735,-0.948945501,0.8555728132,0.4275216795,2003-06,,0.0
MSFT,2003-06-30,20030630,10107,11,3,0.00812302,2003,6,B,0.001,0.0408528542,59491810,MICROSOFT CP,0.24,0.24,0.01,0.23,24.61000061,264219.38976,0.0032401515,-0.00874025,0.0121485216,-0.037167404,0.0784809568,-0.110739327,0.0450805633,0.0075143668,0.0502848477,0.2005305344,0.074445121,-0.004637041,0.1823741095,0.0001614181,0.1066266995,0.1466830558,-0.026431718,,,0.4086021505,0.2398316971,0.0089829876,0.000739142,0.1176418414,-0.003482635,0.0283309609,-0.031813596,0.0280407413,0.0278804364,-0.03675014,0.0,0.0,0.0114014843,0.0589283987,0.3782036706,0.3537362318,0.3661603947,0.2275137963,0.1463663728,0.939861156,-0.105322075,-0.105322075,0.0,-0.115051341,-1.019096585,-0.115051341,-1.019096585,0.1894566198,0.2499619951,0.4469821265,2.4850661931,0.1777489037,0.6001188518,0.0569306931,0.0591233435,3.0,-0.037312048,0.0217527043,0.0167772567,-0.137560976,0.103345821,0.0347506894,0.0265537125,-0.012316623,-0.010648693,0.1842065258,,0.1567088838,-0.100684117,-0.086451117,-0.075747874,-0.222423543,-0.213682737,0.2778839831,0.3914539587,0.2463335144,0.4052028691,1.4581956176,0.2279467654,0.2511090535,0.0054713498,1.29647746,0.2331560862,0.6776313603,1.1603138317,0.8959923226,4.0,-6.855373561,12.116925825,72812.321956,-28.47167263,0.7401546105,0.0331397173,0.273859538,0.2112335512,0.0,-0.164348271,0.1165130236,0.0309174887,0.0624253959,0.0590796914,0.0349557995,0.0288434547,0.0207100622,0.0561062439,0.0575102588,0.2023423547,17.965692241,1.642268038,0.1347949072,-0.756910252,0.6283012217,0.7960499088,0.00940336,-0.78034465,0.22859626,0.99014702,0.009585,-0.73714965,0.00993608,-0.40882093,0.01837724,0.02353434,0.01491111,0.1222039,0.00413355,1080288290.73859,0.278104,0.00397511,0.28128548,0.00337277,0.00277356,1.461e-05,0.01521198,0.84526879,1.03436109,0.00722531,0.64190394,0.9790000474,0.7266065102,221,0.6108719453,1.658055251,-1.564149063,1.2708047334,2003-06,,0.0
AAPL,2003-07-31,20030731,14593,11,3,0.01138926,2003,7,B,0.0007,0.1052811413,3783310,APPLE COMPUTER,0.0,0.0,0.0,0.0014,19.059999466,6994.886384,0.0,0.0226776832,-0.022424367,0.0618383661,0.2694483868,0.2526169362,0.2379310772,0.0129797656,-0.125282128,0.2353811539,-0.138826132,0.0241956176,0.0469349907,0.0228186333,0.0240117609,0.0188448787,-0.357723577,0.9130434783,0.0666666667,-0.137136102,0.975,0.0033498166,0.0,0.0093680534,0.0027117563,0.0025522412,0.0001595151,0.0055830276,-0.003828362,0.0094113894,0.0007975754,-0.000797575,-0.013239751,0.0200988993,0.0020551464,0.2724517467,0.1154889137,0.0282498852,0.0048231511,0.6216216216,0.0170681129,0.0170681129,0.0,-0.02169405,-7.157894737,-0.022491625,-7.421052632,-0.004246978,0.9101930132,0.9424582358,77.594594595,0.0779243021,0.711756261,8.4465e-05,0.0681731785,0.0,0.0098007187,0.0217249265,0.00734404,0.7362637363,0.0705454545,-0.001387604,-0.000952683,-0.010465483,-0.007263927,0.1985005583,-1.056551947,-0.315337889,0.0583114778,-0.070391664,0.731230334,0.2563897213,0.1861769258,0.0960470434,0.2789937929,0.0290917692,0.1182620059,1.3684210526,0.0250438666,0.0937948636,-0.014159008,1.4398254479,0.0767770877,0.8722671877,0.583758584,0.9046063378,5.0,-3.383119579,3.6738903784,144.07976718,-9.942396206,-0.110048738,0.0334739574,0.8962261366,0.6224547135,0.0457477052,-0.592146859,0.8347526578,0.0030021932,0.0224449678,-0.000142962,0.0,-0.015296889,0.0650475183,0.024883264,0.0466194521,0.6710360058,16.826713379,1.6006517538,0.0989858463,0.0879092531,0.4407683877,0.537919994,0.01955002,0.60068748,0.26470152,0.37415749,0.02048868,0.56449023,0.02106755,0.5246372,0.03182129,0.05112701,0.02288622,0.46738339,0.00175225,56222678.2079308,0.78121955,0.00978425,0.75219154,0.00111678,0.00109438,0.00032755,0.02116911,0.98807665,0.94363626,0.01639685,0.46234107,0.7387826255,1.2165473139,282,0.0380427457,-0.944470055,0.8564041374,0.4476535474,2003-07,,0.0
MSFT,2003-07-31,20030731,10107,11,3,0.00898518,2003,7,B,0.0007,0.0293312191,59491810,MICROSOFT CP,0.25,0.25,0.01,0.3,25.63999939,274809.51346,0.0031152883,0.0,0.0033698478,0.0418528542,0.0165221646,-0.044755437,0.1290841984,-0.097145443,0.0544789711,0.0094578875,-0.122851938,0.0103361215,-0.063680975,0.0179079351,0.1066266995,0.1466830558,-0.026431718,,,0.4086021505,0.2398316971,0.0089829876,0.000739142,0.1176418414,-0.003482635,0.0283309609,-0.031813596,0.0280407413,0.0278804364,-0.03675014,0.0,0.0,0.0114014843,0.0589283987,0.3782036706,0.3537362318,0.3661603947,0.2275137963,0.1463663728,0.939861156,-0.105322075,-0.105322075,0.0,-0.115051341,-1.019096585,-0.115051341,-1.019096585,0.1894566198,0.2499619951,0.4469821265,2.4850661931,0.1777489037,0.6001188518,0.0569306931,0.0591233435,3.0,-0.037312048,0.0217527043,0.0167772567,-0.137560976,0.103345821,0.0347506894,0.0265537125,-0.012316623,-0.010648693,0.1842065258,,0.1567088838,-0.100684117,-0.086451117,-0.075747874,-0.222423543,-0.213682737,0.2778839831,0.3914539587,0.2463335144,0.4052028691,1.4581956176,0.2279467654,0.2511090535,0.0054713498,1.29647746,0.2331560862,0.6776313603,1.1603138317,0.8959923226,4.0,-6.855373561,12.116925825,72812.321956,-28.47167263,0.7401546105,0.0331397173,0.2633060227,0.2030934057,0.0,-0.158014908,0.1120230505,0.0297260451,0.0600197562,0.0568029826,0.0336087346,0.0277319366,0.0199119744,0.053538356,0.0548781115,0.1908494213,18.018395978,1.6036172468,-0.119298404,-0.584768559,0.6008611539,0.7238231272,0.01435548,-0.49919451,0.1389905,0.53464265,0.01470295,0.05185793,0.01343624,0.25212481,0.024192,0.03915791,0.01698019,0.21466545,0.00392408,1105204264.66384,0.27619608,0.00411401,0.27877448,0.00353484,0.00294757,1.423e-05,0.01471073,0.8806457,0.97965548,0.00812302,0.64099535,0.9719414205,0.9746572569,222,0.6157616509,1.6590912035,-1.566830297,1.2727541076,2003-07,,0.0
AAPL,2003-09-30,20030930,14593,11,3,0.01302841,2003,9,B,0.0008,-0.084391387,3783310,APPLE COMPUTER,0.0,0.0,0.0,0.0014,22.61000061,8196.1478313,0.0,0.0100728365,-0.010022447,0.0725806803,0.174373208,0.4043970328,0.3599999899,0.4291525295,-0.0264407,-0.054108253,-0.016949153,0.04500759,-0.137141467,0.0331905715,0.0154853129,0.0041415013,-0.430147059,0.5769230769,0.0333333333,-0.189780006,0.7613636364,0.0023581198,0.0,0.0093680534,-0.025624902,-0.001886496,-0.023738406,0.0067599434,-0.00235812,0.0091180632,-0.000157208,0.000157208,-0.013991511,-0.016506839,-0.002921464,0.2699261122,0.1296965886,0.022952404,-0.001208021,0.6216216216,0.011633391,0.011633391,0.0,-0.04055966,-36.85714286,-0.040402452,-36.71428571,-0.012292465,0.8984436409,0.9218217822,77.594594595,0.0795669359,0.7115233454,8.4465e-05,0.0681731785,0.0,-0.014846743,0.0217113665,-0.010376238,0.9135802469,-0.013377926,0.0032154341,0.002233211,-0.006245304,-0.004300601,0.2000314416,-1.30209032,0.006132423,0.0719025358,-0.061945221,0.2694484092,0.1569752516,0.1037821699,0.0905172414,0.2741060026,0.0223845429,0.1317049808,1.3384615385,0.0397736205,0.0891369282,-0.005884106,1.5368446485,0.0710244395,0.8753501022,0.7237677152,0.8975095785,3.0,-3.353468737,3.5224898267,498.98143905,-9.789638464,-0.076689912,0.0459388697,0.7760962993,0.5049933316,0.0378226462,-0.514387989,0.7099676726,-0.000610043,0.0308681597,0.0119568366,0.0,-0.009028632,0.0564899523,0.0177239233,0.0261296827,0.7687081894,17.329602774,1.7669707339,0.1413493022,-0.01745272,0.5228280874,0.6008281665,0.01962892,0.02656978,-0.22729205,2.05098751,0.01783797,0.42653865,0.01941252,0.11489014,0.03104587,0.03395672,0.02371906,-0.44315161,0.00203565,59141346.0506904,0.7455996,0.00935938,0.79465376,0.00131877,0.00125945,0.00032001,0.01944401,1.0,1.04689305,0.01000418,0.45080499,0.7711495444,1.3204830933,284,-0.151372509,-0.807714032,0.3788791208,0.4094482867,2003-09,,0.0
MSFT,2003-09-30,20030930,10107,11,3,0.00802116,2003,9,B,0.0008,0.0474654124,59491810,MICROSOFT CP,0.29,0.29,0.01,0.3,26.520000458,286786.88715,0.0029851813,0.005251316,-0.001867731,0.004165112,0.0731409656,0.1143459509,-0.081166873,0.0798348239,-0.03300739,0.0231661398,-0.108801953,0.0212517594,-0.028380512,0.0149942995,0.0892525483,0.1331214562,0.1111111111,,,0.3691307383,-0.00990099,0.0081093419,0.000739142,0.1176418414,-0.00859268,0.0177089767,-0.026301657,-0.009962139,0.0278804364,-0.03675014,0.0,0.0,0.006860718,0.057624661,0.3534342629,0.3563545555,0.3684917161,0.211062045,0.1291197081,0.9161434237,-0.103702908,-0.103702908,0.0,-0.120418356,-1.184339099,-0.120418356,-1.184339099,0.1770134106,0.2550414865,0.4392381406,2.592118308,0.1943585657,0.6199887221,0.0569306931,0.0591233435,4.0,-0.037312048,0.0217527043,0.0028979218,-0.137104506,0.0814354727,0.0383788433,0.0296023991,-0.0147367,-0.012271368,0.1899385086,,0.15184388,-0.065566602,-0.2014883,-0.759603079,-0.30968183,-0.227864167,0.2702145396,0.3881601076,0.2277267794,0.4013805408,1.4634887099,0.2220939287,0.24807336,0.0077883671,1.2699186715,0.2329741437,0.6776313603,1.1987768943,0.8887962679,4.0,-6.754145086,11.702737438,66232.494557,-46.31523022,0.8209059328,0.0309678525,0.2597120138,0.2045107452,0.0,-0.16101852,0.1094017942,0.0264063677,0.0576804615,0.0545422427,0.0357617466,0.0299211728,0.0212631758,0.0503057063,0.0514486399,0.2186080994,18.074450592,1.7116131342,-0.169236148,-0.581356656,0.5746502421,0.7281280741,0.00897599,2.76436743,-0.18197075,0.83194547,0.00935484,2.16896035,0.00963812,2.21648935,0.01216668,0.03579767,0.01039099,1.77682454,0.00469516,992426529.808492,0.28164385,0.00363168,0.28880509,0.00421053,0.00339082,1.315e-05,0.01305204,0.91087071,1.05002443,0.0065876,0.63718151,0.9747871822,0.5786344331,224,0.6583360592,1.6468332837,-1.53343039,1.3058651898,2003-09,,0.0
AAPL,2003-10-31,20031031,14593,11,3,0.00965424,2003,10,B,0.0007,0.1040297344,3783310,APPLE COMPUTER,0.0,0.0,0.0,0.0029,20.719999313,7598.5831882,0.0,0.0216403545,-0.02140953,-0.083591387,0.1862540049,0.5990099007,0.5778088369,0.5593103819,0.035172431,-0.239344293,0.1082758382,0.027565115,0.0327999573,0.0123005774,0.0154853129,0.0041415013,-0.430147059,0.5769230769,0.0333333333,-0.189780006,0.7613636364,0.0023581198,0.0,0.0093680534,-0.025624902,-0.001886496,-0.023738406,0.0067599434,-0.00235812,0.0091180632,-0.000157208,0.000157208,-0.013991511,-0.016506839,-0.002921464,0.2699261122,0.1296965886,0.022952404,-0.001208021,0.6216216216,0.011633391,0.011633391,0.0,-0.04055966,-36.85714286,-0.040402452,-36.71428571,-0.012292465,0.8984436409,0.9218217822,77.594594595,0.0795669359,0.7115233454,8.4465e-05,0.0681731785,0.0,-0.014846743,0.0217113665,-0.010376238,0.9135802469,-0.013377926,0.0032154341,0.002233211,-0.006245304,-0.004300601,0.2000314416,-1.30209032,0.006132423,0.0719025358,-0.061945221,0.2694484092,0.1569752516,0.1037821699,0.0905172414,0.2741060026,0.0223845429,0.1317049808,1.3384615385,0.0397736205,0.0891369282,-0.005884106,1.5368446485,0.0710244395,0.8753501022,0.7237677152,0.8975095785,3.0,-3.353468737,3.5224898267,498.98143905,-9.789638464,-0.076689912,0.0459388697,0.8371297441,0.5447068088,0.0407970792,-0.554840277,0.7658006573,-0.000658017,0.0332956808,0.0128971412,0.0,-0.009738658,0.0609324118,0.0206843548,0.0307457331,0.7781416657,17.172026222,1.7389974678,0.0509989354,0.1921551924,0.4906167893,0.5905197575,0.01507575,0.12815295,-0.07561997,1.61459697,0.01551244,-0.10099097,0.01615566,-0.22254514,0.02415219,0.03435797,0.02352896,-0.29610465,0.00191995,64749814.5859002,0.66116526,0.00972688,0.75437178,0.00133506,0.00135066,0.00031291,0.01947908,0.89696965,1.1779878,0.01302841,0.45230229,0.8313659287,1.0140673269,285,-0.166885042,-0.808420164,0.3765034521,0.3832111622,2003-10,,0.0
MSFT,2003-10-31,20031031,10107,11,3,0.00790533,2003,10,B,0.0007,-0.054656829,59491810,MICROSOFT CP,0.29,0.29,0.01,0.3,27.799999237,300378.99176,0.0028501023,0.0104835919,-0.007059178,0.0482654124,0.0343214146,0.0954151796,0.0293817791,0.2167132336,0.0873342392,-0.205178858,0.2224508226,0.0054167222,0.0656036641,0.0006313466,0.0892525483,0.1331214562,0.1111111111,,,0.3691307383,-0.00990099,0.0081093419,0.000739142,0.1176418414,-0.00859268,0.0177089767,-0.026301657,-0.009962139,0.0278804364,-0.03675014,0.0,0.0,0.006860718,0.057624661,0.3534342629,0.3563545555,0.3684917161,0.211062045,0.1291197081,0.9161434237,-0.103702908,-0.103702908,0.0,-0.120418356,-1.184339099,-0.120418356,-1.184339099,0.1770134106,0.2550414865,0.4392381406,2.592118308,0.1943585657,0.6199887221,0.0569306931,0.0591233435,4.0,-0.037312048,0.0217527043,0.0028979218,-0.137104506,0.0814354727,0.0383788433,0.0296023991,-0.0147367,-0.012271368,0.1899385086,,0.15184388,-0.065566602,-0.2014883,-0.759603079,-0.30968183,-0.227864167,0.2702145396,0.3881601076,0.2277267794,0.4013805408,1.4634887099,0.2220939287,0.24807336,0.0077883671,1.2699186715,0.2329741437,0.6776313603,1.1987768943,0.8887962679,4.0,-6.754145086,11.702737438,66232.494557,-46.31523022,0.8209059328,0.0309678525,0.2479600839,0.1952566644,0.0,-0.153732456,0.1044513793,0.0252114835,0.0550704292,0.0520742143,0.0341435329,0.0285672442,0.0203010203,0.0476158646,0.0486976857,0.2451853188,18.131414848,1.6959649938,-0.287864211,-0.829124903,0.5499550446,0.7316564094,0.01063712,0.54137973,-0.35614482,2.14489809,0.010975,0.41797942,0.00985361,1.06945294,0.02857724,0.0381511,0.02291958,-0.36434896,0.00457538,1003381745.75225,0.28846852,0.0035762,0.29629826,0.00443824,0.0036767,1.315e-05,0.01263435,0.92790387,1.23372977,0.00802116,0.6354611,1.0141223831,1.3819511051,225,0.657194196,1.6465720672,-1.531653828,1.3051804529,2003-10,,0.0
AAPL,2003-12-31,20031231,14593,11,3,0.00604912,2003,12,B,0.0008,0.0211990909,3783310,APPLE COMPUTER,0.0,0.0,0.0,0.0029,20.909999847,7684.2367539,0.0,0.0236289999,-0.02335416,-0.086500637,0.012383844,0.2752088282,0.5249832696,0.4767741478,-0.082580627,-0.029354256,-0.075483873,0.0393090033,0.0654828921,0.0147559056,0.0235181948,0.0323534528,-0.377289377,0.1176470588,0.0233333333,-0.203248758,0.847826087,0.0006210216,0.0,0.0093680534,-0.021114734,0.0,-0.021114734,0.0069864928,0.0038813849,0.0031051079,-0.001397299,0.0013972986,-0.010867878,-0.009470579,-0.003538332,0.2716969415,0.1380220463,0.020962363,-0.004287756,0.6216216216,0.0072970036,0.0072970036,0.0,-0.049060705,-15.8,-0.047663406,-15.35,-0.006356269,0.9065362521,0.9321501492,77.594594595,0.0803706824,0.7056357708,8.4465e-05,0.0681731785,0.0,-0.01843318,0.025107262,-0.012407727,0.7,0.0811756473,0.0045904808,0.0029869517,-0.002949576,-0.002121605,0.2010246856,-0.404652517,-0.071997443,0.0892584859,-0.033672258,0.6205962119,0.1116913359,0.114116068,0.0910535516,0.2780867631,0.0206621273,0.1412680756,1.3384615385,0.0462661077,0.0889613414,0.0014544122,1.5343020486,0.0723118053,0.8770433163,0.7968617603,0.9037422533,3.0,-3.342025891,4.0043955425,498.98143905,-9.695774407,0.0792529768,0.0557649772,0.8382094678,0.5463132038,0.0399519184,-0.551518666,0.7723603775,-0.002342458,0.0387806896,0.0166574774,0.0,-0.006116417,0.0620751306,0.0202007146,0.0278564727,0.7484578787,17.256526008,1.8978671856,0.1017612916,0.1108585732,0.5006129058,0.5877439764,0.01170581,-0.0584471,0.21503573,2.49788102,0.00946221,0.45972241,0.01237613,-0.42817531,0.02106836,0.04289936,0.0218989,0.43217942,0.00179639,62627833.5573817,0.47460156,0.00812972,0.44063932,0.0018985,0.00135065,0.00031319,0.01948164,0.84246576,1.08439044,0.01012085,0.45356724,0.9780300964,0.9007374886,287,-0.576524523,-0.701310248,-0.518872072,0.3517198152,2003-12,,0.0
MSFT,2003-12-31,20031231,10107,11,3,0.00481979,2003,12,B,0.0008,0.0637663887,59491810,MICROSOFT CP,0.3,0.3,0.01,0.34,25.709999084,277988.56809,0.0093029246,0.0111820928,-0.001647959,-0.016449897,-0.008295665,0.0686712202,0.1097045825,-0.08499391,-0.110739327,-0.054426245,-0.10367544,0.0012833576,0.0517128296,0.0061425784,0.1762853679,0.1347435219,0.1571428571,-0.049034175,,0.4021170936,0.0136518771,-0.000414724,-0.006271129,0.0876449963,1.25674e-05,0.015457893,-0.015445326,0.0254741049,0.0233125134,0.0021615915,0.0,0.0813738674,0.0131831949,0.1278480854,0.4424146395,0.3467469304,0.3241507584,0.2442988956,0.1592484582,1.1894420314,-0.054869236,-0.054869236,0.0,-0.072941147,-0.580806565,0.0084327205,0.0671470029,-0.025426485,0.2118485378,0.4372728693,2.6885232208,0.1447478796,0.6164054744,0.0419008702,0.0853080569,0.0,-0.015625462,0.0022765574,0.0107392489,-0.192203083,0.1119536743,0.0252851614,0.0199108509,-0.002769071,-0.002391318,0.161315052,-0.702289451,0.0187331073,-0.039503441,0.0164335131,-0.114608966,0.2273329643,-0.23839357,0.2954941903,0.4078733406,0.291566815,0.3812937942,1.4736315421,0.1985271016,0.2512096115,-0.015957125,1.2680435372,0.2379611652,0.708360458,0.9765794474,0.9613983088,6.0,-7.007029615,11.058893404,94562.9554,-47.17340795,0.7805667355,0.0238684771,0.2862383894,0.2257323041,0.0,-0.17643891,0.1157853369,0.0359475214,0.0568260778,0.05362091,0.0264147553,0.0187885424,0.016759682,0.0522930475,0.0669606096,0.2010650832,17.725935767,1.689061963,-0.402927779,-0.233496665,0.5648420675,0.6404291035,0.00795552,-0.44816456,0.32822838,0.53286959,0.00826448,-0.10940142,0.00844846,-0.13704632,0.01409889,0.02469132,0.01183545,0.44869233,0.00373003,1068553734.27145,0.361479,0.00371873,0.37436578,0.00449656,0.0040956,1.134e-05,0.01229254,0.85814419,1.32142838,0.00649016,0.62806363,1.0879668183,0.7503279868,227,0.6539950056,1.6166521085,-1.462030161,1.2782360456,2003-12,,0.0
